GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb f_avg Seq in_grs
23.374 -0.524 63.8 0.0033 0.0016 203 1.5919 -0.5 -0.9205048534524404 -0.39073112848927355 1.0926697530864196e-05 2.6996315586419755e-06 0 3850 1
23.374 -0.125 99.1 0.0046 0.0031 198 1.9215 -0.5 -0.9510565162951536 -0.3090169943749473 2.1480650077160486e-05 9.43854938271605e-06 1 3851 1
23.382 0.287 78.0 0.002 0.0017 153 1.9215 -0.5 -0.8910065241883678 0.45399049973954686 4e-06 3.004444444444445e-06 1 3854 1
23.399 -0.13 99.1 0.0035 0.0016 171 1.858 -0.5 -0.9876883405951377 0.15643446504023098 1.2415835262345678e-05 2.640625e-06 0 3860 1
23.4 0.268 79.4 0.004 0.0023 259 1.9215 -0.5 -0.19080899537654547 -0.9816271834476639 1.6335069444444443e-05 5.0687519290123464e-06 1 3861 1
23.401 -0.237 104.0 0.0121 0.0073 259 2.8752 -0.5 -0.19080899537654547 -0.9816271834476639 0.00014523597415123455 5.3513288966049386e-05 0 3864 1
23.419 -0.394 -11.1 0.0019 0.0015 165 1.9215 0.5 -0.9659258262890683 0.2588190451025206 3.6576562499999996e-06 2.308711419753086e-06 1 3866 1
23.438 -0.234 103.9 0.0078 0.0041 183 1.2057 -0.5 -0.9986295347545738 -0.052335956242944 6.120889081790123e-05 1.6650933641975304e-05 0 3867 1
23.433 -0.301 106.7 0.0039 0.0014 153 1.9215 -0.5 -0.8910065241883678 0.45399049973954686 1.4929637345679013e-05 2.050464891975309e-06 1 3870 1
23.434 -0.519 63.1 0.0024 0.0021 177 1.4647 -0.5 -0.9986295347545738 0.05233595624294425 5.713427854938273e-06 4.468526234567902e-06 0 3871 1
23.429 -0.179 99.9 0.011 0.0066 150 1.3375 -0.5 -0.8660254037844385 0.5000000000000003 0.00012072515625000002 4.385382716049383e-05 0 3873 1
23.45 -0.265 103.8 0.0058 0.0043 231 1.9215 -0.5 -0.6293203910498378 -0.7771459614569706 3.320640625e-05 1.8705624999999998e-05 1 3876 1
23.455 -0.528 63.1 0.0036 0.002 194 1.9215 -0.5 -0.9702957262759965 -0.2419218955996675 1.3281975308641973e-05 4.168402777777777e-06 1 3885 1
23.466 -0.178 99.2 0.0039 0.0038 179 1.3352 -0.5 -0.9998476951563913 0.017452406437283435 1.4961853780864198e-05 1.4219184027777775e-05 0 3888 1
23.48 -0.537 63.8 0.0043 0.0031 267 2.2324 -0.5 -0.052335956242944306 -0.9986295347545738 1.8358844521604944e-05 9.353402777777778e-06 0 3892 1
23.482 -0.437 63.2 0.0045 0.0014 158 1.9215 -0.5 -0.9271838545667873 0.37460659341591224 2.0262501929012337e-05 2.070401234567901e-06 1 3893 1
23.491 -0.461 63.5 0.0028 0.0022 239 1.9215 -0.5 -0.5150380749100545 -0.8571673007021121 7.871141975308642e-06 4.9074556327160495e-06 1 3894 1
23.486 -0.139 100.1 0.0027 0.0013 95 1.9215 -0.5 -0.08715574274765801 0.9961946980917455 7.044600694444445e-06 1.7889062500000004e-06 1 3897 1
23.5 -0.171 101.9 0.0019 0.0012 95 1.9215 -0.5 -0.08715574274765801 0.9961946980917455 3.594184027777778e-06 1.524538966049383e-06 1 3900 1
23.508 0.009 92.8 0.0036 0.003 168 1.9215 -0.5 -0.9781476007338056 0.20791169081775973 1.2860192901234568e-05 9.041714891975306e-06 1 3903 1
23.513 -0.017 93.2 0.0022 0.002 234 1.9215 -0.5 -0.5877852522924732 -0.8090169943749473 4.969184027777777e-06 4.174076003086421e-06 1 3904 1
23.518 -0.05 95.1 0.0027 0.0024 187 1.9215 -0.5 -0.9925461516413221 -0.12186934340514731 7.335069444444445e-06 5.647224151234568e-06 1 3908 1
23.561 0.49 97.6 0.0029 0.0015 142 1.9215 -0.5 -0.7880107536067219 0.6156614753256584 8.345679012345681e-06 2.1633506944444445e-06 1 3917 1
23.565 0.483 97.6 0.0041 0.0015 149 1.9215 -0.5 -0.8571673007021121 0.5150380749100544 1.688981674382716e-05 2.3383506944444445e-06 1 3918 1
23.576 0.117 83.0 0.004 0.0032 207 1.9215 -0.5 -0.8910065241883679 -0.4539904997395467 1.5833767361111108e-05 1.0320156249999999e-05 1 3923 1
23.577 -0.167 81.1 0.0019 0.0016 251 2.0534 -0.5 -0.32556815445715664 -0.9455185755993168 3.791674382716049e-06 2.445748456790123e-06 0 3924 1
23.611 0.179 87.0 0.0059 0.0047 192 1.9215 -0.5 -0.9781476007338056 -0.2079116908177595 3.4303798225308646e-05 2.175185956790123e-05 1 3929 1
23.641 -0.007 53.9 0.0054 0.0043 256 0.7771 -0.5 -0.2419218955996678 -0.9702957262759965 2.892049382716049e-05 1.813340277777778e-05 0 3934 1
23.657 -0.128 80.1 0.0036 0.0018 221 1.9215 -0.5 -0.7547095802227721 -0.6560590289905072 1.3080277777777776e-05 3.1951562499999994e-06 1 3937 1
23.656 -0.142 80.1 0.0027 0.0019 215 2.0699 -0.5 -0.8191520442889917 -0.5735764363510462 7.425625e-06 3.4276408179012347e-06 0 3938 1
23.691 0.274 78.7 0.0044 0.0042 117 1.0526 -0.5 -0.45399049973954675 0.8910065241883679 1.9629822530864198e-05 1.8038896604938266e-05 0 3944 1
23.742 -0.158 83.2 0.0027 0.0016 166 1.5424 -0.5 -0.9702957262759965 0.24192189559966773 7.372733410493827e-06 2.6814062499999994e-06 0 3954 1
23.774 0.017 107.6 0.0024 0.0017 184 1.9215 -0.5 -0.9975640502598242 -0.06975647374412527 5.601111111111111e-06 2.773150077160494e-06 1 3961 1
23.801 -0.001 55.3 0.0037 0.0033 150 1.9215 -0.5 -0.8660254037844385 0.5000000000000003 1.3363086419753087e-05 1.0616736111111112e-05 1 3966 1
23.838 -0.124 76.5 0.0047 0.0031 228 1.9215 0.5 -0.6691306063588585 -0.743144825477394 2.2260048225308638e-05 9.66173611111111e-06 1 3979 1
23.854 -0.301 55.9 0.0041 0.003 147 1.9215 -0.5 -0.8386705679454242 0.5446390350150269 1.648134452160494e-05 8.735308641975311e-06 1 3981 1
23.857 0.075 54.1 0.0031 0.003 144 0.7512 -0.5 -0.8090169943749473 0.5877852522924732 9.730933641975309e-06 8.80111111111111e-06 0 3982 1
23.864 -0.278 55.7 0.0025 0.0018 134 1.9215 -0.5 -0.6946583704589974 0.7193398003386511 6.25694637345679e-06 3.180277777777778e-06 1 3984 1
23.871 -0.12 76.1 0.0063 0.0058 217 2.2771 0.5 -0.7986355100472928 -0.6018150231520484 4.026960069444444e-05 3.415753086419752e-05 0 3986 1
23.949 0.112 81.2 0.0026 0.0022 150 1.9215 -0.5 -0.8660254037844385 0.5000000000000003 6.934444444444445e-06 4.652409336419753e-06 1 4007 1
23.958 0.153 80.0 0.0069 0.0052 267 2.336 -0.5 -0.052335956242944306 -0.9986295347545738 4.715111111111111e-05 2.751876736111112e-05 0 4009 1
23.98 0.39 87.8 0.0024 0.0018 227 1.9215 -0.5 -0.6819983600624986 -0.7313537016191705 5.894104938271605e-06 3.381512345679012e-06 1 4013 1
24.0 0.151 82.0 0.0091 0.0042 203 1.7802 -0.5 -0.9205048534524404 -0.39073112848927355 8.334168402777779e-05 1.7909353780864197e-05 0 4015 1
24.005 0.484 94.1 0.0091 0.0056 177 1.4035 -0.5 -0.9986295347545738 0.05233595624294425 8.275945216049382e-05 3.148456790123457e-05 0 4016 1
24.03 0.004 87.6 0.0043 0.0025 134 1.9215 -0.5 -0.6946583704589974 0.7193398003386511 1.8204444444444447e-05 6.016118827160494e-06 1 4025 1
24.056 -0.216 81.1 0.0052 0.0031 164 1.8179 -0.5 -0.9612616959383189 0.2756373558169992 2.6823767361111106e-05 9.782993827160492e-06 0 4029 1
24.091 -0.103 81.7 0.0036 0.0029 252 1.9215 -0.5 -0.30901699437494756 -0.9510565162951535 1.2930017361111111e-05 8.596298225308642e-06 1 4037 1
24.099 0.434 94.8 0.0027 0.002 137 1.9215 -0.5 -0.7313537016191705 0.6819983600624985 7.448350694444444e-06 4.05015625e-06 1 4041 1
24.16 0.396 94.1 0.0049 0.0033 179 2.4938 0.5 -0.9998476951563913 0.017452406437283435 2.3941992669753082e-05 1.081679012345679e-05 0 4058 1
24.176 -0.02 52.6 0.0029 0.0019 173 1.9215 0.5 -0.992546151641322 0.12186934340514755 8.257640817901234e-06 3.6523456790123455e-06 1 4060 1
24.172 0.062 110.4 0.0033 0.0018 239 1.9215 -0.5 -0.5150380749100545 -0.8571673007021121 1.0643906249999999e-05 3.10640625e-06 1 4061 1
24.186 0.12 113.9 0.0031 0.0025 239 1.6719 0.5 -0.5150380749100545 -0.8571673007021121 9.575586419753088e-06 6.236118827160494e-06 0 4064 1
24.198 0.404 96.3 0.0035 0.0023 138 1.9215 -0.5 -0.7431448254773944 0.669130606358858 1.1988906249999998e-05 5.150378086419754e-06 1 4067 1
24.206 -0.262 93.8 0.0041 0.0026 175 1.9215 -0.5 -0.9961946980917455 0.0871557427476582 1.7210974151234572e-05 6.637779706790123e-06 1 4068 1
24.206 0.238 114.8 0.0042 0.0038 252 1.9215 0.5 -0.30901699437494756 -0.9510565162951535 1.726864197530864e-05 1.4093767361111113e-05 1 4070 1
24.21 -0.135 93.5 0.0032 0.0019 154 1.9215 -0.5 -0.8987940462991668 0.4383711467890777 1.0231113040123458e-05 3.4637345679012347e-06 1 4073 1
24.237 0.207 114.0 0.0048 0.0042 265 1.9215 0.5 -0.08715574274765825 -0.9961946980917455 2.308001736111112e-05 1.7815434027777777e-05 1 4077 1
24.261 0.1 99.4 0.0045 0.0019 146 1.208 -0.5 -0.8290375725550416 0.5591929034707469 2.006293402777778e-05 3.578402777777777e-06 0 4082 1
24.278 0.448 96.9 0.0037 0.0022 176 1.6366 0.5 -0.9975640502598242 0.06975647374412552 1.4020864197530866e-05 4.9259336419753086e-06 0 4085 1
24.289 0.259 114.3 0.0056 0.0026 165 1.5353 -0.5 -0.9659258262890683 0.2588190451025206 3.187543402777778e-05 6.530864197530863e-06 0 4089 1
24.292 0.206 112.8 0.0038 0.0025 150 1.9215 -0.5 -0.8660254037844385 0.5000000000000003 1.4166859567901237e-05 6.410742669753086e-06 1 4092 1
24.305 0.148 112.3 0.0044 0.0032 257 1.0267 -0.5 -0.22495105434386528 -0.9743700647852351 1.938445216049383e-05 1.0213350694444445e-05 0 4095 1
24.317 -0.154 55.7 0.0034 0.0024 262 1.9215 0.5 -0.13917310096006583 -0.9902680687415703 1.1883341049382716e-05 5.766668595679011e-06 1 4096 1
24.31 0.087 113.3 0.0066 0.0046 205 2.9624 -0.5 -0.90630778703665 -0.4226182617406993 4.3633364197530864e-05 2.1287970679012346e-05 0 4097 1
24.319 -0.124 53.3 0.0047 0.0032 145 0.6311 0.5 -0.8191520442889917 0.5735764363510464 2.1933611111111105e-05 1.0115933641975308e-05 0 4099 1
24.352 0.265 113.9 0.0031 0.0012 218 1.9215 -0.5 -0.788010753606722 -0.6156614753256582 9.913751929012346e-06 1.4769000771604939e-06 1 4109 1
24.37 -0.226 55.0 0.002 0.0017 146 1.9215 0.5 -0.8290375725550416 0.5591929034707469 4.044567901234568e-06 2.7963271604938266e-06 1 4114 1
24.375 0.475 101.2 0.0038 0.0031 224 1.1115 -0.5 -0.7193398003386511 -0.6946583704589974 1.4705094521604936e-05 9.756946373456788e-06 0 4116 1
24.373 -0.436 43.8 0.0032 0.0018 195 0.7112 -0.5 -0.9659258262890683 -0.2588190451025208 1.0027777777777778e-05 3.0625000000000003e-06 0 4118 1
24.371 -0.208 54.1 0.005 0.0029 205 2.8164 0.5 -0.90630778703665 -0.4226182617406993 2.5320464891975303e-05 8.515048225308643e-06 0 4119 1
24.387 0.45 103.2 0.0042 0.0018 212 1.9215 -0.5 -0.8480480961564261 -0.5299192642332048 1.7280187114197526e-05 3.225017361111111e-06 1 4120 1
24.398 -0.188 58.6 0.0038 0.0022 174 2.0299 0.5 -0.9945218953682734 0.1045284632676533 1.4145956790123456e-05 4.74876736111111e-06 0 4126 1
24.41 0.07 111.6 0.004 0.003 99 1.9192 0.5 -0.1564344650402308 0.9876883405951378 1.617827160493827e-05 8.916859567901236e-06 0 4129 1
24.411 0.109 113.2 0.0075 0.0034 257 1.6601 0.5 -0.22495105434386528 -0.9743700647852351 5.6021066743827165e-05 1.1673611111111112e-05 0 4130 1
24.415 0.009 109.9 0.0022 0.0021 101 1.9215 0.5 -0.1908089953765448 0.981627183447664 4.694444444444444e-06 4.42167438271605e-06 1 4131 1
24.416 -0.539 59.1 0.003 0.0026 131 1.9215 -0.5 -0.6560590289905072 0.7547095802227721 9.06679012345679e-06 6.752779706790125e-06 1 4132 1
24.432 0.102 113.0 0.0103 0.0034 256 1.9215 0.5 -0.2419218955996678 -0.9702957262759965 0.00010506250000000001 1.15505574845679e-05 1 4134 1
24.433 -0.53 59.1 0.004 0.0026 147 4.0173 -0.5 -0.8386705679454242 0.5446390350150269 1.6312623456790123e-05 6.637779706790123e-06 0 4135 1
24.432 0.257 117.1 0.0112 0.0054 134 3.139 0.5 -0.6946583704589974 0.7193398003386511 0.00012600062499999997 2.8860771604938267e-05 0 4138 1
24.436 -0.272 96.0 0.0038 0.0025 139 0.9372 -0.5 -0.754709580222772 0.6560590289905073 1.4397808641975308e-05 6.036576003086421e-06 0 4140 1
24.444 -0.314 95.8 0.0027 0.0016 110 1.9215 -0.5 -0.3420201433256687 0.9396926207859084 7.305007716049384e-06 2.4893827160493827e-06 1 4144 1
24.46 -0.28 96.2 0.0048 0.0029 192 1.2269 -0.5 -0.9781476007338056 -0.2079116908177595 2.3093364197530868e-05 8.321622299382715e-06 0 4145 1
24.454 0.192 118.9 0.0059 0.0044 166 2.27 0.5 -0.9702957262759965 0.24192189559966773 3.479361304012345e-05 1.9092044753086422e-05 0 4147 1
24.472 0.489 101.5 0.008 0.0052 245 3.8619 -0.5 -0.4226182617406991 -0.9063077870366502 6.324667438271605e-05 2.6637067901234558e-05 0 4151 1
24.486 -0.003 109.7 0.0056 0.0032 206 1.9215 0.5 -0.8987940462991669 -0.43837114678907746 3.103418402777777e-05 1.0391668595679012e-05 1 4153 1
24.48 -0.519 61.9 0.0031 0.0015 190 1.0032 -0.5 -0.9848077530122081 -0.17364817766693003 9.905007716049383e-06 2.334104938271605e-06 0 4154 1
24.489 0.16 118.4 0.0032 0.0026 140 1.9215 0.5 -0.7660444431189779 0.6427876096865395 1.04904012345679e-05 6.76e-06 1 4158 1
24.492 -0.289 96.0 0.0028 0.0022 197 1.9215 -0.5 -0.9563047559630354 -0.2923717047227368 7.84e-06 4.785156250000001e-06 1 4159 1
24.493 -0.043 109.2 0.006 0.0043 220 3.3792 0.5 -0.7660444431189781 -0.6427876096865393 3.568402970679012e-05 1.8886267361111113e-05 0 4160 1
24.536 -0.182 41.9 0.0033 0.0021 172 0.7041 -0.5 -0.9902680687415703 0.13917310096006574 1.0616736111111112e-05 4.299863040123457e-06 0 4174 1
24.537 -0.281 97.0 0.0066 0.0033 157 1.9215 -0.5 -0.9205048534524404 0.39073112848927377 4.394585069444443e-05 1.1037160493827163e-05 1 4179 1
24.55 -0.214 100.6 0.0039 0.0021 205 1.2952 -0.5 -0.90630778703665 -0.4226182617406993 1.5285927854938275e-05 4.474400077160495e-06 0 4181 1
24.557 0.502 102.9 0.0034 0.0022 145 1.9215 -0.5 -0.8191520442889917 0.5735764363510464 1.1797316743827162e-05 4.791234567901233e-06 1 4183 1
24.575 -0.072 52.4 0.0027 0.0021 265 1.1821 -0.5 -0.08715574274765825 -0.9961946980917455 7.252548225308643e-06 4.363456790123457e-06 0 4190 1
24.585 -0.356 42.7 0.0043 0.0021 165 1.9215 -0.5 -0.9659258262890683 0.2588190451025206 1.84780574845679e-05 4.474400077160495e-06 1 4195 1
24.586 -0.334 44.0 0.0026 0.0023 236 0.5557 -0.5 -0.5591929034707473 -0.8290375725550414 6.623474151234568e-06 5.150378086419754e-06 0 4196 1
24.605 0.16 40.0 0.0018 0.0015 127 1.9215 -0.5 -0.601815023152048 0.798635510047293 3.1506249999999996e-06 2.1920447530864193e-06 1 4200 1
24.606 -0.279 96.1 0.0018 0.0015 187 1.9215 -0.5 -0.9925461516413221 -0.12186934340514731 3.33569637345679e-06 2.283456790123457e-06 1 4201 1
24.609 -0.331 43.6 0.0036 0.0021 156 0.803 -0.5 -0.913545457642601 0.40673664307580004 1.3312363040123456e-05 4.439214891975308e-06 0 4203 1
24.615 0.421 44.0 0.003 0.0018 231 0.5534 -0.5 -0.6293203910498378 -0.7771459614569706 9.20111111111111e-06 3.361111111111111e-06 0 4204 1
24.615 -0.172 114.5 0.0024 0.0016 226 1.9215 0.5 -0.6946583704589973 -0.7193398003386512 5.954955632716049e-06 2.5157484567901233e-06 1 4205 1
24.629 0.173 115.0 0.005 0.0021 168 1.5919 -0.5 -0.9781476007338056 0.20791169081775973 2.5376406250000002e-05 4.56890625e-06 0 4209 1
24.634 0.154 52.5 0.0056 0.0031 174 1.7096 -0.5 -0.9945218953682734 0.1045284632676533 3.1797067901234576e-05 9.302500000000001e-06 0 4210 1
24.637 -0.325 42.8 0.0048 0.0031 175 1.5518 -0.5 -0.9961946980917455 0.0871557427476582 2.2933456790123453e-05 9.635850694444446e-06 0 4211 1
24.655 0.379 109.6 0.004 0.0017 172 1.9215 -0.5 -0.9902680687415703 0.13917310096006574 1.612245563271605e-05 2.908919753086419e-06 1 4214 1
24.672 -0.115 112.2 0.0038 0.0023 215 1.9215 0.5 -0.8191520442889917 -0.5735764363510462 1.4271604938271603e-05 5.4509278549382705e-06 1 4216 1
24.668 -0.16 114.2 0.0079 0.0048 128 2.0652 0.5 -0.6156614753256582 0.788010753606722 6.302595679012344e-05 2.2866992669753086e-05 0 4218 1
24.693 -0.125 108.6 0.003 0.0024 120 1.9215 0.5 -0.4999999999999998 0.8660254037844388 8.8093537808642e-06 5.954955632716049e-06 1 4219 1
24.707 -0.122 108.6 0.0056 0.003 255 1.9215 0.5 -0.25881904510252063 -0.9659258262890683 3.094140625e-05 8.784637345679011e-06 1 4222 1
24.709 -0.422 61.1 0.0024 0.0018 241 1.3258 0.5 -0.48480962024633767 -0.8746197071393955 5.555187114197531e-06 3.072229938271604e-06 0 4224 1
24.73 0.153 109.6 0.0031 0.002 231 1.9215 -0.5 -0.6293203910498378 -0.7771459614569706 9.327934027777777e-06 3.840511188271605e-06 1 4226 1
24.726 0.085 109.6 0.0038 0.0028 177 1.9215 -0.5 -0.9986295347545738 0.05233595624294425 1.4811807484567902e-05 7.662131558641977e-06 1 4227 1
24.745 0.161 108.2 0.0039 0.0021 264 1.1845 -0.5 -0.10452846326765423 -0.9945218953682733 1.5285927854938275e-05 4.610563271604938e-06 0 4230 1
24.758 0.088 109.5 0.0041 0.0031 125 1.9168 -0.5 -0.5735764363510462 0.8191520442889917 1.652648341049383e-05 9.826483410493828e-06 0 4234 1
24.759 0.062 109.9 0.0042 0.0026 176 1.9215 -0.5 -0.9975640502598242 0.06975647374412552 1.7511900077160498e-05 6.912517361111112e-06 1 4235 1
24.76 -0.082 110.8 0.002 0.0018 244 1.9215 0.5 -0.43837114678907774 -0.8987940462991668 4.185434027777778e-06 3.417363040123457e-06 1 4236 1
24.763 0.164 108.9 0.0015 0.0013 266 1.9215 -0.5 -0.06975647374412558 -0.9975640502598242 2.25e-06 1.8075308641975306e-06 1 4237 1
24.763 0.134 109.9 0.0041 0.0017 232 1.9215 -0.5 -0.6156614753256582 -0.788010753606722 1.688981674382716e-05 2.908919753086419e-06 1 4238 1
24.791 0.081 109.9 0.0043 0.0034 241 1.9215 -0.5 -0.48480962024633767 -0.8746197071393955 1.8192594521604935e-05 1.1343798225308642e-05 1 4239 1
24.812 0.193 106.4 0.0032 0.0017 148 1.9215 -0.5 -0.848048096156426 0.5299192642332049 1.0107100694444446e-05 3.0334027777777773e-06 1 4243 1
24.824 0.131 109.5 0.0059 0.004 163 1.9215 -0.5 -0.9563047559630354 0.292371704722737 3.440148341049382e-05 1.6402499999999998e-05 1 4244 1
24.844 0.039 106.7 0.0047 0.0028 205 1.9215 -0.5 -0.90630778703665 -0.4226182617406993 2.237815586419753e-05 7.94143711419753e-06 1 4249 1
24.851 0.082 109.0 0.0033 0.0028 114 1.387 -0.5 -0.40673664307580026 0.9135454576426009 1.0908341049382716e-05 8.00418402777778e-06 0 4251 1
24.861 0.145 45.4 0.0025 0.0012 192 1.9215 -0.5 -0.9781476007338056 -0.2079116908177595 6.160048225308643e-06 1.4667901234567902e-06 1 4253 1
24.916 -0.135 47.8 0.0044 0.0032 188 1.2528 -0.5 -0.9902680687415703 -0.13917310096006552 1.9629822530864198e-05 1.0499400077160493e-05 0 4257 1
24.93 -0.16 47.2 0.0048 0.0028 222 1.427 -0.5 -0.7431448254773942 -0.6691306063588582 2.312006944444444e-05 7.685216049382716e-06 0 4260 1
24.909 -0.427 57.4 0.0052 0.0015 171 1.9215 -0.5 -0.9876883405951377 0.15643446504023098 2.6910156250000004e-05 2.106529706790123e-06 1 4261 1
24.934 -0.427 57.3 0.0027 0.0022 216 1.9215 -0.5 -0.8090169943749475 -0.587785252292473 7.2900000000000005e-06 4.852229938271605e-06 1 4263 1
24.976 -0.162 45.2 0.0033 0.0024 170 0.8524 -0.5 -0.9848077530122081 0.17364817766693025 1.0716529706790125e-05 5.894104938271605e-06 0 4268 1
24.994 -0.175 45.6 0.0049 0.0025 182 1.9215 -0.5 -0.9993908270190958 -0.03489949670250089 2.432407600308642e-05 6.118751929012345e-06 1 4269 1
25.027 -0.187 46.3 0.0056 0.002 210 1.9215 -0.5 -0.8660254037844388 -0.4999999999999998 3.1546944444444443e-05 4.151406249999999e-06 1 4270 1
25.024 0.001 105.5 0.0029 0.0024 152 1.9215 -0.5 -0.882947592858927 0.4694715627858907 8.225742669753086e-06 5.70679012345679e-06 1 4271 1
25.032 -0.465 58.7 0.0037 0.0026 148 1.9215 -0.5 -0.848048096156426 0.5299192642332049 1.358741512345679e-05 6.659266975308639e-06 1 4272 1
25.043 -0.182 45.8 0.0029 0.0018 196 1.9215 -0.5 -0.9612616959383189 -0.275637355816999 8.612594521604938e-06 3.180277777777778e-06 1 4273 1
25.084 0.034 105.0 0.0059 0.0033 245 1.9215 -0.5 -0.4226182617406991 -0.9063077870366502 3.508916859567901e-05 1.1027934027777778e-05 1 4274 1
25.155 0.092 45.0 0.0051 0.0025 92 1.8674 -0.5 -0.034899496702500955 0.9993908270190958 2.5657038966049383e-05 6.354600694444444e-06 0 4277 1
25.162 0.065 46.0 0.0054 0.0028 142 1.9215 -0.5 -0.7880107536067219 0.6156614753256584 2.871173611111111e-05 7.570140817901234e-06 1 4280 1
25.168 -0.307 63.4 0.0035 0.0024 179 1.9215 -0.5 -0.9998476951563913 0.017452406437283435 1.2085279706790124e-05 5.614266975308642e-06 1 4281 1
25.241 0.15 107.8 0.0018 0.0016 181 1.4152 -0.5 -0.9998476951563913 -0.017452406437283192 3.2650482253086414e-06 2.6768595679012343e-06 0 4286 1
25.263 -0.439 59.4 0.0075 0.0026 163 1.3234 -0.5 -0.9563047559630354 0.292371704722737 5.591716049382717e-05 6.897918595679013e-06 0 4288 1
25.328 -0.044 103.0 0.003 0.0022 201 0.9302 -0.5 -0.9335804264972016 -0.35836794954530043 9.217970679012344e-06 5.062499999999999e-06 0 4291 1
25.353 -0.156 94.8 0.0022 0.0019 149 1.9215 -0.5 -0.8571673007021121 0.5150380749100544 4.8890123456790124e-06 3.5574151234567904e-06 1 4299 1
25.396 -0.363 56.7 0.0038 0.0021 102 1.1939 -0.5 -0.20791169081775934 0.9781476007338057 1.4177316743827159e-05 4.562970679012346e-06 0 4302 1
25.395 0.036 -13.0 0.004 0.0027 233 3.7112 0.5 -0.6018150231520483 -0.7986355100472928 1.60556037808642e-05 7.51673611111111e-06 0 4303 1
25.399 0.561 16.8 0.0026 0.0017 218 2.6021 -0.5 -0.788010753606722 -0.6156614753256582 6.897918595679013e-06 2.8196006944444444e-06 0 4304 1
25.411 -0.446 83.1 0.0038 0.0021 232 1.9215 -0.5 -0.6156614753256582 -0.788010753606722 1.44505574845679e-05 4.351859567901235e-06 1 4311 1
25.42 -0.314 55.4 0.0036 0.0032 253 1.9215 -0.5 -0.2923717047227362 -0.9563047559630357 1.2800493827160494e-05 1.0320156249999999e-05 1 4312 1
25.536 -0.228 116.1 0.0047 0.0026 181 1.4176 -0.5 -0.9998476951563913 -0.017452406437283192 2.2076946373456787e-05 6.6807889660493825e-06 0 4323 1
25.613 0.232 112.7 0.0055 0.0037 112 1.6178 -0.5 -0.37460659341591207 0.9271838545667874 2.9854081790123464e-05 1.3434261188271605e-05 0 4329 1
25.632 -0.398 93.4 0.0035 0.0031 218 1.9215 -0.5 -0.788010753606722 -0.6156614753256582 1.251390625e-05 9.774307484567903e-06 1 4332 1
25.638 -0.134 95.2 0.0027 0.0009 231 1.9215 -0.5 -0.6293203910498378 -0.7771459614569706 7.081512345679012e-06 7.535204475308642e-07 1 4333 1
25.653 -0.103 93.5 0.0019 0.0014 208 1.9215 -0.5 -0.8829475928589269 -0.46947156278589086 3.4225000000000003e-06 1.9638908179012346e-06 1 4337 1
25.666 0.041 56.2 0.0023 0.0019 112 1.9215 -0.5 -0.37460659341591207 0.9271838545667874 5.399168595679013e-06 3.732409336419753e-06 1 4339 1
